entity_name,indicator_name,indicator_code,frequency,数据来源,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02
利率（月）,现券交易:到期收益率:国债(%),EMM00181179,monthly,中国外汇交易中心,2.576,2.526,2.486,2.465,2.432,2.418,2.507,2.54,2.586,2.593,2.479,2.361,2.3,2.222,2.21,2.163,2.137,2.007,1.88,1.943,1.911,1.744,1.561,1.652,1.79,1.67,1.661,1.646,1.688,1.758,1.829,1.79,1.781,1.85,1.826,1.767
